/home/lucas-junges/Documents/clientes/w&co/main_server.py:24: DeprecationWarning: websockets.server.WebSocketServerProtocol is deprecated
  from websockets.server import WebSocketServerProtocol
2025-11-07 23:57:29,396 - __main__ - INFO - ================================================================================
2025-11-07 23:57:29,396 - __main__ - INFO - NEOCOUDE-HD-15 HMI SERVER
2025-11-07 23:57:29,396 - __main__ - INFO - ================================================================================
2025-11-07 23:57:29,396 - __main__ - INFO - Running in LIVE MODE (PLC on /dev/ttyUSB0)
2025-11-07 23:57:29,396 - modbus_client - INFO - Modbus client initialized in LIVE MODE: /dev/ttyUSB0 @ 57600
2025-11-07 23:57:29,397 - __main__ - INFO - Starting HMI server on ws://localhost:8080
2025-11-07 23:57:29,397 - state_manager - INFO - Starting state manager (poll interval: 0.25s)
2025-11-07 23:57:29,399 - modbus_client - INFO - Connected to PLC on /dev/ttyUSB0
2025-11-07 23:57:29,419 - modbus_client - ERROR - Error reading register 6536: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:29,969 - modbus_client - ERROR - Error reading coil 896: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:29,991 - modbus_client - ERROR - Error reading coil 897: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,014 - modbus_client - ERROR - Error reading coil 898: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,028 - modbus_client - ERROR - Error reading coil 899: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,052 - modbus_client - ERROR - Error reading coil 901: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,074 - modbus_client - ERROR - Error reading register 2400: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:30,089 - modbus_client - ERROR - Error reading register 2402: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:30,111 - modbus_client - ERROR - Error reading register 2404: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:30,134 - modbus_client - ERROR - Error reading register 2406: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:30,134 - state_manager - WARNING - Poll cycle took 0.713s (exceeds 0.25s)
2025-11-07 23:57:30,149 - modbus_client - ERROR - Error reading register 1238: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:30,164 - modbus_client - ERROR - Error reading register 1239: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:30,178 - modbus_client - ERROR - Error reading coil 256: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,194 - modbus_client - ERROR - Error reading coil 257: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,210 - modbus_client - ERROR - Error reading coil 258: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,231 - modbus_client - ERROR - Error reading coil 259: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,254 - modbus_client - ERROR - Error reading coil 260: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,270 - modbus_client - ERROR - Error reading coil 261: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,292 - modbus_client - ERROR - Error reading coil 262: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,314 - modbus_client - ERROR - Error reading coil 263: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,330 - modbus_client - ERROR - Error reading coil 384: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,352 - modbus_client - ERROR - Error reading coil 385: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,374 - modbus_client - ERROR - Error reading coil 386: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,389 - modbus_client - ERROR - Error reading coil 387: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,405 - modbus_client - ERROR - Error reading coil 388: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,420 - modbus_client - ERROR - Error reading coil 389: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,434 - modbus_client - ERROR - Error reading coil 390: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,450 - modbus_client - ERROR - Error reading coil 391: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,465 - modbus_client - ERROR - Error reading register 2112: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:30,479 - modbus_client - ERROR - Error reading register 2114: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:30,494 - modbus_client - ERROR - Error reading register 2118: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:30,510 - modbus_client - ERROR - Error reading register 2120: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:30,525 - modbus_client - ERROR - Error reading register 2128: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:30,541 - modbus_client - ERROR - Error reading register 2130: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:30,563 - modbus_client - ERROR - Error reading coil 768: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,585 - modbus_client - ERROR - Error reading coil 769: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,601 - modbus_client - ERROR - Error reading coil 770: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,616 - modbus_client - ERROR - Error reading coil 771: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,631 - modbus_client - ERROR - Error reading coil 772: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,646 - modbus_client - ERROR - Error reading coil 773: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,661 - modbus_client - ERROR - Error reading coil 776: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,676 - modbus_client - ERROR - Error reading coil 896: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,691 - modbus_client - ERROR - Error reading coil 897: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,706 - modbus_client - ERROR - Error reading coil 898: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,721 - modbus_client - ERROR - Error reading coil 899: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,736 - modbus_client - ERROR - Error reading coil 901: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,751 - modbus_client - ERROR - Error reading register 2400: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:30,767 - modbus_client - ERROR - Error reading register 2402: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:30,781 - modbus_client - ERROR - Error reading register 2404: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:30,797 - modbus_client - ERROR - Error reading register 2406: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:30,798 - state_manager - WARNING - Poll cycle took 0.663s (exceeds 0.25s)
2025-11-07 23:57:30,812 - modbus_client - ERROR - Error reading register 1238: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:30,827 - modbus_client - ERROR - Error reading register 1239: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:30,842 - modbus_client - ERROR - Error reading coil 256: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,856 - modbus_client - ERROR - Error reading coil 257: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,872 - modbus_client - ERROR - Error reading coil 258: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,887 - modbus_client - ERROR - Error reading coil 259: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,902 - modbus_client - ERROR - Error reading coil 260: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,918 - modbus_client - ERROR - Error reading coil 261: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,933 - modbus_client - ERROR - Error reading coil 262: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,948 - modbus_client - ERROR - Error reading coil 263: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,962 - modbus_client - ERROR - Error reading coil 384: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,977 - modbus_client - ERROR - Error reading coil 385: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:30,993 - modbus_client - ERROR - Error reading coil 386: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,008 - modbus_client - ERROR - Error reading coil 387: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,030 - modbus_client - ERROR - Error reading coil 388: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,045 - modbus_client - ERROR - Error reading coil 389: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,068 - modbus_client - ERROR - Error reading coil 390: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,090 - modbus_client - ERROR - Error reading coil 391: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,106 - modbus_client - ERROR - Error reading register 2112: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:31,128 - modbus_client - ERROR - Error reading register 2114: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:31,151 - modbus_client - ERROR - Error reading register 2118: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:31,166 - modbus_client - ERROR - Error reading register 2120: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:31,188 - modbus_client - ERROR - Error reading register 2128: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:31,211 - modbus_client - ERROR - Error reading register 2130: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:31,226 - modbus_client - ERROR - Error reading coil 768: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,247 - modbus_client - ERROR - Error reading coil 769: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,271 - modbus_client - ERROR - Error reading coil 770: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,286 - modbus_client - ERROR - Error reading coil 771: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,309 - modbus_client - ERROR - Error reading coil 772: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,331 - modbus_client - ERROR - Error reading coil 773: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,346 - modbus_client - ERROR - Error reading coil 776: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,360 - modbus_client - ERROR - Error reading coil 896: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,375 - modbus_client - ERROR - Error reading coil 897: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,391 - modbus_client - ERROR - Error reading coil 898: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,406 - modbus_client - ERROR - Error reading coil 899: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,421 - modbus_client - ERROR - Error reading coil 901: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,436 - modbus_client - ERROR - Error reading register 2400: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:31,452 - modbus_client - ERROR - Error reading register 2402: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:31,468 - modbus_client - ERROR - Error reading register 2404: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:31,490 - modbus_client - ERROR - Error reading register 2406: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:31,490 - state_manager - WARNING - Poll cycle took 0.692s (exceeds 0.25s)
2025-11-07 23:57:31,512 - modbus_client - ERROR - Error reading register 1238: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:31,526 - modbus_client - ERROR - Error reading register 1239: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:31,542 - modbus_client - ERROR - Error reading coil 256: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,557 - modbus_client - ERROR - Error reading coil 257: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,572 - modbus_client - ERROR - Error reading coil 258: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,587 - modbus_client - ERROR - Error reading coil 259: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,602 - modbus_client - ERROR - Error reading coil 260: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,617 - modbus_client - ERROR - Error reading coil 261: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,632 - modbus_client - ERROR - Error reading coil 262: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,648 - modbus_client - ERROR - Error reading coil 263: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,663 - modbus_client - ERROR - Error reading coil 384: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,677 - modbus_client - ERROR - Error reading coil 385: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,693 - modbus_client - ERROR - Error reading coil 386: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,708 - modbus_client - ERROR - Error reading coil 387: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,722 - modbus_client - ERROR - Error reading coil 388: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,738 - modbus_client - ERROR - Error reading coil 389: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,753 - modbus_client - ERROR - Error reading coil 390: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,768 - modbus_client - ERROR - Error reading coil 391: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,783 - modbus_client - ERROR - Error reading register 2112: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:31,798 - modbus_client - ERROR - Error reading register 2114: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:31,813 - modbus_client - ERROR - Error reading register 2118: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:31,828 - modbus_client - ERROR - Error reading register 2120: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:31,843 - modbus_client - ERROR - Error reading register 2128: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:31,859 - modbus_client - ERROR - Error reading register 2130: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:31,881 - modbus_client - ERROR - Error reading coil 768: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,903 - modbus_client - ERROR - Error reading coil 769: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,918 - modbus_client - ERROR - Error reading coil 770: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,934 - modbus_client - ERROR - Error reading coil 771: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,949 - modbus_client - ERROR - Error reading coil 772: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,964 - modbus_client - ERROR - Error reading coil 773: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,979 - modbus_client - ERROR - Error reading coil 776: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:31,994 - modbus_client - ERROR - Error reading coil 896: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,009 - modbus_client - ERROR - Error reading coil 897: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,025 - modbus_client - ERROR - Error reading coil 898: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,039 - modbus_client - ERROR - Error reading coil 899: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,055 - modbus_client - ERROR - Error reading coil 901: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,070 - modbus_client - ERROR - Error reading register 2400: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:32,092 - modbus_client - ERROR - Error reading register 2402: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:32,115 - modbus_client - ERROR - Error reading register 2404: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:32,130 - modbus_client - ERROR - Error reading register 2406: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:32,130 - state_manager - WARNING - Poll cycle took 0.640s (exceeds 0.25s)
2025-11-07 23:57:32,144 - modbus_client - ERROR - Error reading register 1238: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:32,160 - modbus_client - ERROR - Error reading register 1239: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:32,175 - modbus_client - ERROR - Error reading coil 256: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,190 - modbus_client - ERROR - Error reading coil 257: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,205 - modbus_client - ERROR - Error reading coil 258: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,221 - modbus_client - ERROR - Error reading coil 259: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,235 - modbus_client - ERROR - Error reading coil 260: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,250 - modbus_client - ERROR - Error reading coil 261: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,266 - modbus_client - ERROR - Error reading coil 262: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,280 - modbus_client - ERROR - Error reading coil 263: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,296 - modbus_client - ERROR - Error reading coil 384: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,311 - modbus_client - ERROR - Error reading coil 385: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,326 - modbus_client - ERROR - Error reading coil 386: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,341 - modbus_client - ERROR - Error reading coil 387: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,357 - modbus_client - ERROR - Error reading coil 388: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,371 - modbus_client - ERROR - Error reading coil 389: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,386 - modbus_client - ERROR - Error reading coil 390: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,401 - modbus_client - ERROR - Error reading coil 391: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,416 - modbus_client - ERROR - Error reading register 2112: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:32,432 - modbus_client - ERROR - Error reading register 2114: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:32,447 - modbus_client - ERROR - Error reading register 2118: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:32,462 - modbus_client - ERROR - Error reading register 2120: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:32,477 - modbus_client - ERROR - Error reading register 2128: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:32,492 - modbus_client - ERROR - Error reading register 2130: ExceptionResponse(dev_id=1, function_code=160, exception_code=1)
2025-11-07 23:57:32,507 - modbus_client - ERROR - Error reading coil 768: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,522 - modbus_client - ERROR - Error reading coil 769: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,537 - modbus_client - ERROR - Error reading coil 770: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,553 - modbus_client - ERROR - Error reading coil 771: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,567 - modbus_client - ERROR - Error reading coil 772: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,583 - modbus_client - ERROR - Error reading coil 773: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
2025-11-07 23:57:32,598 - modbus_client - ERROR - Error reading coil 776: ExceptionResponse(dev_id=1, function_code=192, exception_code=1)
